标题,参考价,京东价
金士顿HyperX Predator  16GB DDR4 3333（HX433C16PB3K2/16）,1799,
芝奇Ripjaws V 32GB DDR4 3000（F4-3000C15D-32GVR）,2699,
金士顿HyperX Savage 16GB DDR3 1600（HX316C9SRK2/16）,1399,
金士顿骇客神条Impact 16GB DDR4 2133（HX421S13IB/16）,1399,
金士顿骇客神条FURY 32GB DDR4 2133（HX421C14FBK2/32）,2999,
金士顿骇客神条FURY 16GB DDR4 2133（HX421C14FB/16）,1599,
芝奇TridentZ 16GB DDR4 3200（F4-3200C14D-16GTZ）,1699,
金士顿Predator 32GB DDR4 3000（HX430C16PBK2/32）,1349,
金士顿Predator 32GB DDR4 3000（HX430C15PB3K2/32）,3299,
金士顿8GB DDR4 2133（KVR21S15D8/8）,729,
海盗船复仇者LPX 32GB DDR4 3000（CMK32GX4M4B3000C15）,999,
金士顿低电压版 2GB DDR3 1600（KVR16LS11S6/2）,149,
金士顿Predator 32GB DDR4 2666（HX426C13PBK4/32）,3099,
金士顿骇客神条FURY 16GB DDR4 2400,899,
海盗船复仇者LPX 16GB DDR4 2400（CMK16GX4M2A2400C14）,599,
金士顿骇客神条FURY 低电压版 8GB DDR3 1866（HX318LC11FB/8）,549,
芝奇4GB DDR4 2133（F4-2133C15S-4GNT）,329,329
海盗船统治者铂金 16GB DDR4 3000（CMD16GX4M2B3000C15）,979,
芝奇Ripjaws（F4-2800C16D-8GRR）,459,
芝奇RipjawsX 8GB DDR3 3000（F3-3000C12D-8GTXDG）,3099,
金士顿HyperX Savage 16GB DDR4 2400（HX424C12SBK2/16）,729,
金士顿骇客神条Impact 16GB DDR3 1600（HX316LS9IBK2/16）,1399,
金士顿骇客神条Beast 64GB DDR3 2133（KHX21C11T3FK8/64X）,5199,
金士顿骇客神条 8GB DDR3 1600（KHX16C9X3K2/8X）,579,
金士顿骇客神条 16GB DDR3 2133（KHX21C11T3K2/16X）,899,
海盗船8GB DDR3 2133（CMD8GX3M2B2133C9）,999,
金士顿系统指定内存 4GB DDR3 1066（KTA-MB1600/4G）,199,
海盗船16GB DDR3 2400（CMD16GX3M2A2400C10）,3299,
金士顿系统指定内存 8GB DDR3 1066（KTA-MB1600/8G）,416,
海盗船16GB DDR3 1600（CMZ16GX3M2A1600C10）,1750,479
金士顿窄版 8GB DDR3 1333（KVR1333D3N9/8G）,659,
金士顿骇客神条 8GB DDR3 2133（KHX21C11T1BK2/8X）,489,
佰维DW100 时空行者 DDR5 8000 32GB（2×16GB）,849,859
雷克沙雷神之锤 DDR5 6000 32GB(16GBx2) CL32 白色,659,649
雷克沙战神之铠ARES OC DDR5 6400 32GB(16GB×2) 白色,759,749
美商海盗船复仇者 DDR5 6400 64GB（2×32GB）C32,1699,1749
Acer宏碁 Hera 影锋 DDR5 6800 C32 32GB(16GB×2),1059,929
威刚万紫千红 64GB（32GBx2） DDR5 5600台式机内存,1329,1099
雷克沙战神之刃 RGB DDR5 7200 32GB(16GBx2) 黑色,1049,789
威刚8GB DDR5 5600笔记本内存,269,199
金百达笔记本内存条 DDR5 4800 16GB,269,219
金百达星刃 DDR5 6800 24GBx2,1059,899
雷克沙战神之刃 RGB DDR5 6400 32GB(16GBx2) 白色,829,769
金百达刃 RGB DDR5 6800 16GB 黑刃,415,
金百达刃 RGB DDR5 6000 64GB(32GBx2) 白刃,1329,
威刚XPG 威龙 D300 DDR5 6400 32GB 酷黑,909,799
金百达刃 RGB DDR5 6400 16GB 白刃,415,
威刚XPG 威龙 D500 DDR5 6000 16GB 酷黑,429,425
威刚XPG 威龙 D300 DDR5 6000 C36 32GB(16GBx2) 釉白,809,
威刚XPG 威龙 D300 DDR5 6000 C30 64GB(32GBx2) 酷黑,1599,1519
威刚XPG 龙耀 D300G DDR5 6000 32GB 釉白,849,779
威刚XPG 龙耀 D300G DDR5 6000 32GB(16GBx2) 釉白,949,789
威刚XPG 龙耀 D500G 吹雪 DDR5 6400 64GB(32GBx2),1899,1698
光威天策系列 DDR5 4800  32GB(16GB×2),498,
影驰HOF OC Lab 幻迹S DDR5 6800 32GB(16GBx2),2999,
光威天策系列 DDR5 5200  32GB(16GB×2),519,
金士顿FURY 叛逆者Renegade DDR5 7200 32GB(16GBx2),1599,1499
金士顿FURY 叛逆者Renegade DDR5 7600 32GB(16GBx2) 白色RGB款,1899,
光威天策系列 DDR5 6400  64GB(32GB×2) 海力士A-die,1299,1249
联想32GB DDR5 4800,619,549
七彩虹战斧 16GB DDR5 5600,299,349
金士顿32GB DDR5 5200笔记本内存条,759,649
威刚XPG龙耀D500G 吹雪 32GB(16GB*2) DDR5 6800,1099,979
联想8GB DDR5 4800,129,
金士顿叛逆者Renegade  32GB(16G*2) DDR5 6400,1199,
玖合星舞RGB灯条 32GB(16Gx2) DDR5 6800,699,799
玖合星舞 32GB(16Gx2)DDR4 4000,429,
玖合星舞 32GB（2×16GB）DDR4 3200,419,295
美商海盗船复仇者 64GB（2×32GB）DDR5 6000,2299,1448
美商海盗船复仇者 32GB DDR5 5600,1069,679
阿斯加特女武神·瓦尔基里 2×8GB DDR4 3600 特挑B-die C14,569,
金百达银爵 64GB（2×32GB）DDR5 5600,1999,
美商海盗船复仇者 16GB DDR5 5200,459,329
阿斯加特博拉琪 2×16GB DDR4 3600（B-die C14）,1699,
美商海盗船复仇者 RGB PRO 8GB DDR4 3000,9799,
美商海盗船复仇者 PRO 8GB DDR4 4000,9799,
阿斯加特女武神·瓦尔基里 2×8GB DDR4 3600（B-die C16）,439,259
威刚XPG 龙耀LANCER DDR5 16G*2 6000,2199,
USCorsair（美商海盗船）复仇者LPX DDR4 3600 16GB,219,225
芝奇炫锋戟 32GB（2×16GB）DDR5 6000,899,
芝奇炫锋戟 32GB（2×16GB）DDR5 5600,899,
金士顿FURY Beast 8GB DDR5 5200（ KF552C40BB/8）,549,219
海盗船复仇者RGB RS 64GB（2×32GB）DDR4 3200（CMG64GX4M2E3200C16）,2169,
芝奇焰光戟 32G（2×16GB）BDDR4 3800（F4-3800C18D-32GTZN）,1899,
麦光16GB DDR4 3200（台式机）,519,
科赋BOLT XR 8GB DDR4 3600,319,
创见32GB DDR3 1600（台式机）,999,
海盗船复仇者RGB PRO 8GB DDR4 3200（CM4X8GD3200C18W）,315,
海盗船复仇者RGB PRO 8GB DDR4 4000,920,
光威弈Pro 16GB DDR4 3200马甲条,529,
金邦锐速 8GB DDR4 3200,309,
金士顿16GB DDR4 2666（KCP426NS8/16）,619,
光威弈Pro 8GB DDR4 3200马甲条,289,
Acer 掠夺者 Apollo 16GB（2×8GB）DDR4 3200,799,
芝奇Sniper X 8GB DDR4 3200（F4-3200C16S-8GSXWB）,239,
芝奇皇家戟 64GB（4×16GB）DDR4 3600（F4-3600C18Q-64GTRG）,3449,
宜鼎DDR 1GB 400 LONG DIMM,500,
芝奇Ripjaws 16GB DDR4 3200,479,359
科赋16GB DDR4 3200,519,
紫光8GB DDR4 2666（台式机）,200,
威刚XPG-Z1威龙 32GB DDR4 3200,1189,369
威刚XPG-Z1威龙 64GB（2×32GB）DDR4 3200,2369,729
芝奇皇家戟吹雪联名款 16GB（2×8GB）DDR4 4000（F4-4000C18D-16GTRSS）,2099,
芝奇Ripjaws4 16GB DDR4 3600（F4-3600C19D-16GRKB）,699,
芝奇Sniper X 8GB DDR4 3200,329,
金百达黑爵战甲 16GB（2×8GB）DDR4 3200,429,
海盗船统治者铂金 RGB 64GB（4×16GB）DDR4 3600,5599,
海盗船统治者铂金 RGB 128GB（8×16GB）DDR4 3200,8499,
海盗船统治者铂金 RGB 16GB（2×8GB）DDR4 3600,1199,
金士顿HyperX Predator 16GB DDR4 4000 RGB灯条（套装）,1269,559
金士顿骇客神条FURY 16GB DDR4 3600 RGB（HX436C17FB3AK2/16）,799,459
金士顿骇客神条FURY 32GB（2×16GB）DDR4 3733,1499,659
金百达8GB DDR4 2666（笔记本）,179,79
威刚XPG-威龙D10G 8GB DDR4 3200,319,
金士顿骇客神条FURY 4GB DDR4 2666（HX426C16FB3/4）,169,179
海力士8GB DDR4 2400（笔记本）,275,
海力士16GB DDR4 2400（笔记本）,665,
金泰克16GB DDR4 2666,459,
芝奇Ripjaws 2400 8GB（F4-2400C16S-8GRS）,499,
威刚XPG 龙耀D60G 16GB（2×8GB）DDR4 3600,759,
毕伟4GB DDR4 2400,83,
联想8GB DDR4 2400（笔记本）,299,99
联想4GB DDR3L 1600（笔记本）,139,49
金士顿骇客神条 Predator 32GB DDR4 3000,1869,
海盗船复仇者RGB PRO 16GB DDR4 3000,609,
金士顿HyperX Predator  16GB DDR4 3200（套装）,1099,
海盗船复仇者LPX 32GB DDR4 3000（套装）,1079,
金士顿HyperX Predator  32GB DDR4 3600,2569,
芝奇Aegis 16GB DDR4 2400（F4-2400C15S-16GIS）,999,
海盗船复仇者32GB DDR4 2666（笔记本/双条）,1149,
海盗船复仇者32GB DDR4 2400（笔记本/双条）,2299,
芝奇Sniper X 16GB DDR4 3600,1199,
海盗船复仇者16GB DDR4 2400（笔记本/双条）,1259,
海盗船复仇者LPX 16GB DDR4 2400（CMK16GX4M1A2400C14）,1100,
海盗船统治者铂金 16GB DDR3 2400（CMD16GX3M2A2400C11）,1179,
阿斯加特洛极W1 16GB DDR4 2400,829,
海盗船复仇者LED 32GB DDR4 3000（CMU32GX4M2C3000C15R）,3299,
芝奇Trident Z RGB 32GB DDR4 2400（F4-2400C15Q-32GTZR）,2188,
海盗船复仇者 8GB DDR3 1600（CM3X8GA1600C11V2）,669,
芝奇Aegis 8GB DDR4 2400（F4-2400C15S-8GIS）,799,
海盗船统治者铂金 32GB DDR4 3200（CMD32GX4M2C3200C16）,3319,
海盗船8GB DDR3 1600（CMSO8GX3M2A1600C11）,409,
金士顿骇客神条Impact 32GB DDR4 2400（HX424S14IBK2/32）,3199,
金士顿HyperX Savage 8GB DDR3 2133（HX321C11SR/8）,699,
金士顿骇客神条FURY 8GB DDR4 2133（HX421C14FBK2/8）,839,
金士顿16GB DDR4 2133（KVR21S15D8/16）,1499,
海盗船复仇者 16GB DDR3 2133（CMSX16GX3M2C2133C11）,799,
金士顿16GB DDR4 2800（HX428C14SBK2/16）,1099,
芝奇Trident Z 16GB DDR4 3000（F4-3000C15D-16GTZB）,1599,
金士顿骇客神条FURY 32GB DDR4 2133（HX421C14FB2K4/32）,2999,
芝奇Z 16GB DDR4 3400（F4-3400C16D-16GTZ）,1888,
芝奇Ripjaws（F4-3200C16D-8GRK）,679,
三星REG 8GB DDR3 1600 12800R 1R*4,599,
海盗船统治者铂金 16GB DDR4 2666（CMD16GX4M4A2666C15）,1899,
海盗船复仇者LPX 16GB DDR4 2400 （CMK16GX4M4A2400C14）,1099,
金士顿骇客神条Impact 16GB DDR3 1866（HX318LS10IBK2/16）,1149,
海盗船16GB DDR3 2800（CMD16GX3M4A2800C12）,4399,
海盗船16GB DDR3 2400（CMD16GX3M4A2400C10）,1599,
海盗船16GB DDR3 1600（CMY16GX3M2A1600C9）,1189,
海盗船8GB DDR3 2133（CMZ8GX3M2A2133C11R）,629,
金士顿骇客神条T2 8GB DDR3 2133（KHX21C11T2K2/8X）,725,
海盗船Vengeance 8GB DDR3 1600（CMZ8GX3M1A1600C10B）,420,
威刚8GB DDR3L 1600,309,159
金士顿骇客神条 8GB DDR3 2666（HX326C11T2K2/8）,799,
金士顿骇客神条 8GB DDR3 2400（KHX24C11T3K2/8X）,399,
威刚游戏威龙 8GB DDR3 1600,399,
金士顿骇客神条 16GB DDR3 1600（KHX16LC10X3K2/16X）,519,
金士顿骇客神条 8GB DDR3 1600（KHX16C10B1B/8）,359,
海盗船16GB DDR3 2133（CMD16GX3M4A2133C9）,2399,
金士顿16GB DDR3 1866（KHX1866C9D3K4/16GX）,999,
金士顿骇客神条 16GB DDR3 2133（KHX21C11T1BK2/16X）,999,
金士顿骇客神条Genesis 16GB DDR3 2400（KHX24C11K4/16X）,1999,
雷克沙雷神之锤 DDR5 6000 32GB(16GBx2) CL30 黑色,659,649
海盗船复仇者 红色 8GB DDR3 1600（CMZ8GX3M2A1600C9R）,499,
海盗船16GB DDR3 2133（CMT16GX3M4X2133C9）,2099,
美商海盗船复仇者 DDR5 6600 64GB（2×32GB）,1899,
美商海盗船复仇者 DDR5 6400 32GB（2×16GB）C36,3899,799
Acer宏碁 Hera 影锋 DDR5 8200 48GB（2×24GB）,1599,1599
金泰克速虎 T4 DDR5 6400 16GB,389,
七彩虹白羊座 DDR5 6400 32GB（2×16GB）,799,649
金邦千禧 笔记本内存 DDR4 3200 32GB（2×16GB）,289,274
Acer宏碁 Hera 影锋 DDR5 6800 C34 48GB(24GB×2),1559,1249
Acer宏碁 Hera 影锋 DDR5 7200 C36 48GB(24GB×2),1899,1539
海力士32GB DDR4 3200台式机内存,549,469
威刚万紫千红 32GB DDR5 5600台式机内存,669,559
威刚万紫千红  32GB（16GBx2） DDR5 5600台式机内存,719,549
海力士4GB DDR4 2133台式机内存,69,59
精粤DDR4 3200马甲条 16GB英特尔专用,193,109
金百达笔记本内存条 DDR5 5600 16GB,289,259
阿斯加特金伦加&TUF联名款 RGB DDR5 6400 32GB（2×16GB）,1499,1419
阿斯加特吹雪 DDR5 7600 32GB（2×16GB）,1299,1199
阿斯加特吹雪 DDR5 7200 32GB（2×16GB）,1499,979
金百达刃 RGB DDR5 6800 48GB(24GBx2) 白刃,1099,
金百达刃 RGB DDR5 6800 16GB 白刃,415,
金百达刃 RGB DDR5 6400 32GB 白刃,749,
金百达刃 RGB DDR5 6000 32GB 白刃,665,
威刚XPG 威龙 D300 DDR5 6400 16GB 釉白,415,409
威刚XPG 威龙 D300 DDR5 6000 C30 32GB 酷黑,799,759
威刚XPG 威龙 D300 DDR5 6000 C30 64GB(32GBx2) 釉白,1599,1519
威刚XPG 龙耀 D300G DDR5 6000 32GB 酷黑,849,779
威刚XPG 威龙 D500 DDR5 6400 16GB 釉白,495,409
威刚XPG 威龙 D300 DDR5 5600 32GB 酷黑,699,609
威刚XPG 龙耀 D500G 吹雪 DDR5 6800 32GB(16GBx2),1099,978
威刚XPG 龙耀 D500G 吹雪 DDR5 7200 32GB(16GBx2),1479,1098
威刚XPG 龙耀 D300G DDR5 6000 32GB(16GBx2) 酷黑,949,789
光威天策系列 DDR5 4800 16GB,249,229
光威龙武系列 DDR5 7200 C36 48GB(24GB×2),1399,1199
光威神策RGB系列 DDR5 6400 64GB(32GB×2) 海力士A-die,1499,1599
Acer宏碁 Pallas II 凌霜系列 DDR5 6600 C34 32GB(16GB×2),749,799
光威龙武系列 DDR5 6400 64GB(32GB×2) 海力士A-die,1459,1439
金士顿32GB DDR5 5600笔记本内存条,799,599
英睿达64GB（2×32GB）DDR5 4800 笔记本内存条,1199,1099
金士顿叛逆者Renegade 16GB DDR5 6400,599,
玖合星耀 8GB DDR4 3200,108,
七彩虹CVN Guardian捍卫者 16GB DDR5 4800 RGB,399,
七彩虹CVN Guardian捍卫者 16GB DDR5 6000 RGB,499,
阿斯加特博拉琪 2×8GB DDR4 3600（B-die C14）,869,
阿斯加特洛基LOKI 2×16GB DDR4 3600（B-die C14）,1699,
阿斯加特博拉琪 2×8GB DDR4 4000（B-die C14）,869,
阿斯加特女武神·瓦尔基里 2×8GB DDR4 3200,419,
阿斯加特女武神·瓦尔基里 2×16GB DDR4 3200,699,379
阿斯加特女武神·瓦尔基里 2×8GB DDR4 3600,419,259
联想16GB DDR4 3200 钛刃,328,
美商海盗船复仇者LPX 16GB DDR4 2666,399,
Acer 掠夺者 Vesta 32GB（2×16GB）DDR4 3600 C14 B-Die颗粒,1999,
金百达16GB DDR5 4800,799,
Kingston（金士顿）FURY Beast DDR5 6000 RGB 32GB（2×16GB）,2699,
威刚XPG 龙耀LANCER 32GB（2×16GB）DDR5 5200,4099,
威刚XPG 龙耀D50 ROG CERTIFIED 16GB（2×8GB）DDR4 3600,1099,
宇瞻黑豹 16GB DDR4 3200,409,
紫光御紫 16GB DDR4 3200,419,
麦光4GB DDR4 2666（台式机）,129,
英睿达Ballistix铂胜 RGB 32GB（2×16GB）DDR4 3600（BL2K16G36C16U4WL）,1399,
金百达RGB灯条内存 16GB（2×8GB）DDR4 3200,389,
麦光16GB DDR4 2666（台式机）,449,
威刚XPG 龙耀D50 32GB（2×16GB）DDR4 4133,1749,
创见16GB DDR3 1600（台式机）,999,
HP V10 RGB 16GB（2×8GB）DDR4 3200,989,
创见16GB DDR3 1600（笔记本）,999,
威刚XPG-Z1威龙 32GB DDR4 3600,1349,389
威刚XPG威龙D20 32GB（2×16GB）DDR4 3600,1239,
威刚XPG-龙耀D80 16GB（2×8GB）DDR4 4133 RGB液冷灯条,1399,
七彩虹iGame Vulcan 16GB（2×8GB） DDR4 3600,1099,
海盗船复仇者RGB Pro 64GB（4×16GB）DDR4 3600,2949,
芝奇皇家戟 128GB（4×32GB）DDR4 3200,5999,
威刚XPG 龙耀D50 32GB（2×16GB）DDR4 3200,1349,
芝奇Ripjaws V 16GB（2×8GB）DDR4 3600（F4-3600C19D-16GVRB）,699,
金百达8GB DDR4 3200（笔记本）,179,79
芝奇焰光戟 128GB（4×32GB）DDR4 3600（F4-3600C18Q-128GTZN）,6299,
芝奇Ripjaws4 16GB DDR4 2666（F4-2666C19D-16GRK）,649,
芝奇Aegis 16GB DDR4 3000（F4-3000C16S-16GISB）,549,
威刚XPG-Z1威龙 8GB DDR4 2666,315,
海盗船统治者铂金 RGB 16GB（2×8GB）DDR4 3200,969,449
威刚XPG 威龙 8GB DDR4 2666,309,
海盗船复仇者RGB PRO 64GB（2×32GB）DDR4 3600,3199,
海盗船复仇者LPX 32GB（2×16GB）DDR4 4000,1749,
枭鲸8GB DDR4 2666（台式机）,199,
阿斯加特洛极T2 8GB DDR4 3200,259,
金士顿骇客神条FURY 8GB DDR4 3000 RGB（HX430C15FB3A/8）,355,
玖合16GB DDR4 2666（笔记本）,459,
海盗船统治者RGB 16GB（2×8GB）DDR4 4000 白色特别版,2989,
铂胜运动系列 8GB DDR4 3200,339,
记忆科技8GB DDR3L 1600,249,
极匠16GB DDR4 2400,799,
阿斯加特洛极W2 8GB DDR4 3600RGB灯条,349,
Team 火神系列 8GB DDR4 2666,199,
辛士达16GB DDR4 2666,459,
阿斯加特洛极T2 DDR4 2666 16GB,439,
阿斯加特洛极W2 DDR4 3200 16GB RGB灯条（套装）,549,
威刚龙耀D80 DDR4 3200 8GB×2,699,
联想4GB DDR4 2666（笔记本）,129,69
联想4GB DDR4 2666,129,59
英睿达16GB DDR4 2666（CT16G4DFD8266）,569,
金百达黑爵 8GB DDR4 2666,199,85
金泰克磐虎 8GB DDR3 1600,259,119
三星8GB DDR4 2666（笔记本）,258,
海力士4GB DDR4 2400（笔记本）,129,54
威刚XPG威龙 16GB DDR4 3600（套装）,1199,
威刚万紫千红 4GB DDR4 2400,235,
海力士8GB DDR3 1600（笔记本）,262,
海盗船复仇者16GB DDR4 2666（笔记本）,559,
威刚万紫千红 8GB DDR4 2400,329,
海盗船Vengeance 32GB DDR4 4000（CMSX32GX4M4X4000C19）,4202,
阿斯加特阿扎赛尔 8GB DDR4 2400,719,
金士顿骇客神条Impact 16GB DDR3L 2133（HX321LS11IB2K2/16）,1469,
海盗船复仇者LED 8GB DDR4 3000（CM4X8GC3000C15U4R）,899,
英睿达8GB DDR4 2133（CT8G4SFS8213）,678,
芝奇Aegis 8GB DDR4 2400（F4-2400C17S-8GISM）,169,
阿斯加特洛极W1 16GB DDR4 3000,999,
光威16GB DDR4 2400（单条）,1289,
海盗船统治者铂金 32GB DDR4 3200 （CMD32GX4M2C3200C14M）,4999,
威刚万紫千红2GB DDR3 1600,145,
威刚万紫千红 4GB DDR4 2133（笔记本）,229,
金士顿Predator 16GB DDR4 3000（HX430C15PB3K2/16）,1599,
海盗船复仇者 16GB DDR3 1600（CMSX16GX3M2A1600C10）,1199,
金士顿骇客神条Impact 16GB DDR4 2400（HX424S14IBK2/16）,1599,
海盗船统治者铂金 32GB DDR4 3000（CMD32GX4M2B3000C15）,1599,
三星REG 8GB DDR3 1600 12800R 1R*4,599,
三星REG 4GB DDR3 1333 10600R 1R*4,185,
金士顿骇客神条FURY 低电压版16GB DDR3 1866（HX318LC11FBK2/16）,1199,1199
金士顿骇客神条FURY 4GB DDR3 1866（HX316C10FR/4）,359,
海盗船16GB DDR3 2133（CMD16GX3M2A2133C9）,1899,
金士顿骇客神条Beast 32GB DDR3 2400（KHX24C11T3K4/32X）,1899,
海盗船16GB DDR3 1866（CMY16GX3M2A1866C9）,1299,
海盗船16GB DDR3 2666（CMD16GX3M4A2666C11）,1699,
海盗船16GB DDR3 1600（CMD16GX3M2A1600C9）,899,
金士顿骇客神条 8GB DDR3 2133（KHX2133C113T1K2/8GX）,699,
金士顿骇客神条 时空裂痕游戏版 16GB DDR3 1600,1079,
国惠游戏内存 16GB DDR3 1600,1000,
海盗船8GB DDR3 1333（CMSO8GX3M1A1333C9）,555,
金士顿骇客神条 16GB DDR3 2133（KHX2133C11DK4/16GX）,1199,
金士顿骇客神条 16GB DDR3 2133（KHX21C11T1K2/16X）,1499,
海盗船复仇者4G DDR3 1600（CMZ4GX3M1A1600C9）,299,
美商海盗船复仇者 RGB DDR5 5200 64GB（2×32GB）,1499,1499
威刚4GB DDR3 1333,140,
金邦千禧 笔记本内存 DDR4 3200 16GB,144,136
光威神武RGB系列 DDR5 7200 16GB×2,879,829
科赋FIT V DDR5 5600 32GB（2×16GB）,659,569
金泰克速虎 白月光 DDR5 6000 32GB（2×16GB）,689,
阿斯加特博德斯曼 双叉戟 DDR5 6800 32GB（2×16GB）,739,
七彩虹白羊座 DDR4 3600 32GB（2×16GB）,382,299
七彩虹MEOW 橘影橙 DDR5 6400 32GB（2×16GB）,929,699
阿斯加特雷神索尔 DDR5 6400 32GB（2×16GB）,969,909
七彩虹白羊座 DDR4 3600 32GB（2×16GB）,479,339
海力士16GB DDR4 3200台式机内存,289,219
阿斯加特雷神索尔 DDR5 7200 32GB（2×16GB）,969,929
宏碁掠夺者Hermes冰刃DDR5 8200 CL40 48GB（2×24GB）海力士M-die,2999,
威刚16GB DDR5 5600笔记本内存,369,269
金百达笔记本内存条 DDR5 5600 16GB 三星B-die,339,
威刚32GB DDR5 5600笔记本内存,669,
金百达笔记本内存条 DDR5 4800 32GB,559,479
铭瑄 机甲暴风W5 DDR5 5600 32GB（2×16GB）,599,429
新乐士狂刃 DDR5 6000 32GB（2×16GB） 黑色,699,779
金邦巨蟹 RGB DDR5 6400 64GB（2×32GB）,1399,1399
金邦巨蟹 RGB DDR5 6400 32GB（2×16GB）,829,839
金邦巨蟹 DDR5 6400 32GB（2×16GB）,779,599
阿斯加特金伦加&TUF联名款 DDR5 7200 32GB（2×16GB）,959,
阿斯加特金伦加&TUF联名款 RGB DDR5 6800 32GB（2×16GB）,829,809
阿斯加特金伦加&TUF联名款 DDR5 7000 32GB（2×16GB）,769,789
阿斯加特吹雪 DDR5 7200 48GB（2×24GB）,849,1149
阿斯加特吹雪 DDR5 6800 48GB（2×24GB）,839,1139
阿斯加特博拉琪 DDR5 6800 32GB（2×16GB）,799,
阿斯加特博拉琪 DDR5 6600 32GB（2×16GB）,899,
金百达刃 RGB DDR5 6400 32GB 黑刃,749,
雷克沙雷神之锤 DDR5 6000 32GB(16GBx2) CL32 黑色,749,649
威刚XPG 威龙 D300 DDR5 5600 64GB(32GBx2) 酷黑,1399,1219
威刚XPG 威龙 D300 DDR5 5600 16GB 釉白,369,319
威刚XPG 威龙 D500 DDR5 6400 64GB(32GBx2) 酷黑,1699,1529
威刚XPG 威龙 D500 DDR5 6400 64GB(32GBx2) 釉白,1699,1529
威刚XPG 威龙 D500 DDR5 6400 32GB 酷黑,845,769
威刚XPG 威龙 D500 DDR5 6000 64GB(32GBx2) 酷黑,1679,759
威刚XPG 龙耀 D300G DDR5 6400 32GB 酷黑,845,815
威刚XPG 威龙 D500 DDR5 6000 32GB 釉白,839,379
威刚XPG 威龙 D500 DDR5 6000 32GB(16GBx2) 釉白,859,849
威刚XPG 龙耀 D300G DDR5 6000 64GB(32GBx2) 酷黑,1699,1559
威刚XPG 龙耀 D300G DDR5 6400 32GB 釉白,845,815
威刚XPG 龙耀 D300G DDR5 6000 64GB(32GBx2) 釉白,1699,1559
威刚XPG 龙耀 D500G DDR5 6400 32GB(16GBx2),999,878
威刚XPG 龙耀 D500G 吹雪 DDR5 8000 32GB(16GBx2),1899,1378
威刚XPG 龙耀 D300G DDR5 6400 16GB 酷黑,545,425
威刚XPG 龙耀 D500G RO姬 DDR5 6800 64GB(32GBx2),2399,
威刚XPG 龙耀 D500G 吹雪 DDR5 6000 64GB(32GBx2),1899,1618
影驰HOF OC Lab 幻迹S DDR5 6600 32GB(16GBx2),2199,
长城16GB DDR4 3200MHz,185,145
Acer宏碁 Vesta II 炫光星舰 DDR5 7200 C34 32GB(16GB×2),1299,899
光威龙武系列 DDR5 7200 C34 32GB(16GB×2),1199,799
威刚XPG龙耀D500G 32GB(16GB*2) DDR5 6800 白色,899,959
长城8GB DDR4 3200MHz,99,84
长城马甲条  32GB(16G*2)  DDR4 3600,449,318
十铨科技开创者  16GB DDR5 5600,359,299
英睿达64GB（32GB×2）DDR5 5600 台式机内存条,1799,1199
玖合星耀 32GB(16GBx2) DDR4 3200,359,275
七彩虹战斧·冰雪白 16GB（2×8GB）DDR4 3200,239,169
沃存8GB DDR4 2666,99,
英睿达32GB（2×16GB）DDR5 5600 笔记本内存条,649,579
美商海盗船复仇者 32GB（2×16GB）DDR5 6000,949,698
金百达银爵 32GB（2×16GB）DDR5 5600,899,579
雷克沙战神之刃 RGB 32GB（2×16GB）DDR5 6000,1799,
联想幻刃RGB 16GB(2x8GB) DDR4 3200,429,
阿斯加特洛基LOKI 2×8GB DDR4 4000（B-die C16）,799,
美商海盗船复仇者RGB SL 8GB DDR4 3600,9799,
美商海盗船复仇者 PRO 16GB DDR4 4000,9799,
美商海盗船复仇者 RGB PRO  8GB DDR4 3200,4899,
美商海盗船复仇者 PRO 4000 2×32GB DDR4,9799,
美商海盗船复仇者 RGB PRO 8GB DDR4 3600,9799,
美商海盗船复仇者LPX 16GB DDR4 2400,449,315
威刚XPG龙耀CASTER RGB 2×16GB DDR5 6400,2599,
影驰金属大师 16GB DDR5 5200,679,779
威刚XPG龙耀CASTER RGB 2×16GB DDR5 6000,2149,
阿斯加特弗雷 Freyr 16GB（2×8GB）DDR4 3600,599,
Acer 掠夺者 Vesta 16GB（2×8GB）DDR4 3600 C14 B-Die颗粒,1999,
紫光藏刃 16GB DDR4 3600（台式机）,569,
威刚威龙LANCER 32GB（2×16GB）DDR5 5200,2798,
Team 冥神系列 16GB DDR4 3600,409,
威刚XPG威龙D45 16GB DDR4 3600,699,
紫光藏刃 8GB DDR4 3200（笔记本）,199,
紫光藏刃 16GB DDR4 3200（笔记本）,429,
海盗船复仇者RGB RS 16GB（2×8GB）DDR4 3200（CMG16GX4M2E3200C16）,589,1186
威刚XPG威龙D45 16GB DDR4 3200,699,
威刚XPG威龙D45 8GB DDR4 3200,499,
海盗船复仇者RGB RS 16GB（2×8GB）DDR4 3600（CMG16GX4M2D3600C18）,619,
索奈特2GB DDR2 800（台式机）,38,
Goldendisk 32GB DDR4 2666 ECC（笔记本）,2662,
麦光8GB DDR4 2666（台式机）,209,165
麦光16GB DDR4 3600（台式机）,549,
麦光8GB DDR4 2666（笔记本）,289,
麦光8GB DDR4 3200（台式机）,239,
科赋BOLT XR 16GB DDR4 3600,599,
科赋CRAS XR RGB 8GB DDR4 4000,509,
科赋CRAS XR RGB 16GB DDR4 3600,699,
科赋CRAS XR RGB 32GB（2×16GB）DDR4 3600,1379,
科赋CRAS XR RGB 8GB DDR4 3600,379,
