标题,参考价,京东价,京东链接,产品图片,产品参数
散热方式	风冷
风扇尺寸	35*35*10mm
最高转数	8000RPM
散热片尺寸	35*35*10mm"
huijun（汇君）SF12025SM12 40*40*20MM DC12V-7200rpm,9,10.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10040919140880.html,https://2b.zol-img.com.cn/product/250_320x240/687/cex9EQ2ES7oLY.jpg,"产品型号	SF12025SM12
散热方式	风冷
风扇尺寸	35*35*10mm
最高转数	8000RPM
散热片尺寸	35*35*10mm"
huijun（汇君）SF12025SM12 30*30*10MM DC12V-10000rpm,9,10.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10040919140877.html,https://2c.zol-img.com.cn/product/250_320x240/688/ceHVrlk0r9o8s.jpg,"产品型号	SF12025SM12
散热方式	风冷
风扇尺寸	35*35*10mm
最高转数	8000RPM
散热片尺寸	35*35*10mm"
huijun（汇君）SF12025SM12 60*60*20MM DC12V-4000rpm,9,10.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10040919140885.html,https://2a.zol-img.com.cn/product/250_320x240/680/ceetIrumpT3w.jpg,"产品型号	SF12025SM12
散热方式	风冷
风扇尺寸	35*35*10mm
最高转数	8000RPM
散热片尺寸	35*35*10mm"
huijun（汇君）SF12025SM12 40*40*10MM DC12V-6500rpm,9,10.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10040919140879.html,https://2d.zol-img.com.cn/product/250_320x240/677/ce1lsXNi2taIE.jpg,"产品型号	SF12025SM12
散热方式	风冷
风扇尺寸	35*35*10mm
最高转数	8000RPM
散热片尺寸	35*35*10mm"
huijun（汇君）SF12025SM12 60*60*25MM DC12V-4000rpm,9,10.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10040919140886.html,https://2a.zol-img.com.cn/product/250_320x240/692/ce6NvLNfsvKm.jpg,"产品型号	SF12025SM12
散热方式	风冷
风扇尺寸	35*35*10mm
最高转数	8000RPM
散热片尺寸	35*35*10mm"
huijun（汇君）SF12025SM12 60*60*10MM DC12V-4000rpm,9,10.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10040919140883.html,https://2a.zol-img.com.cn/product/250_320x240/674/ceRoc6Qrdul6.jpg,"产品型号	SF12025SM12
散热方式	风冷
风扇尺寸	35*35*10mm
最高转数	8000RPM
散热片尺寸	35*35*10mm"
huijun（汇君）SF12025SM12 50*50*15MM DC12V-5500rpm,9,10.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10040919140882.html,https://2f.zol-img.com.cn/product/250_320x240/673/ceG0W2rtspOM.jpg,"产品型号	SF12025SM12
散热方式	风冷
风扇尺寸	35*35*10mm
最高转数	8000RPM
散热片尺寸	35*35*10mm"
huijun（汇君）SF12025SM12 92*92*25MM DC12V-3000rpm,9,10.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10040919140888.html,https://2e.zol-img.com.cn/product/250_320x240/678/cewVZaSw8VE8Y.jpg,"产品型号	SF12025SM12
散热方式	风冷
风扇尺寸	35*35*10mm
最高转数	8000RPM
散热片尺寸	35*35*10mm"
huijun（汇君）12V 80*80*15MM DC12V-3300rpm,9,10.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10076381399491.html,https://2f.zol-img.com.cn/product/250_320x240/685/ceNchmpp4ONDs.jpg,"产品型号	12V
散热方式	风冷
风扇尺寸	80mm
最高转数	3300RPM
散热片尺寸	80mm"
huijun（汇君）SF12025SM12 70*70*25mm DC12V,11,12.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10073658571648.html,https://2e.zol-img.com.cn/product/250_320x240/690/ceQ4nJnLHuyA6.jpg,"产品型号	SF12025SM12
散热方式	风冷
风扇尺寸	35*35*10mm
最高转数	8000RPM
散热片尺寸	35*35*10mm"
huijun（汇君）SF12025SM12 70*70*15mm DC12V,11,12.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10073658571647.html,https://2d.zol-img.com.cn/product/250_320x240/683/cepkSVwUKuGFA.jpg,"产品型号	SF12025SM12
散热方式	风冷
风扇尺寸	35*35*10mm
最高转数	8000RPM
散热片尺寸	35*35*10mm"
huijun（汇君）SF12025SM12 60*60*15MM DC12V-4500rpm,12,13.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10040919140884.html,https://2d.zol-img.com.cn/product/250_320x240/689/ceB1m5rSXEw.jpg,"产品型号	SF12025SM12
散热器类型	机箱风扇
散热方式	风冷
产品重量	100g
风扇尺寸	35*35*10mm
最高转数	8000RPM
散热片尺寸	35*35*10mm"
ZEAGINAL（炽果）XT 240 Zeus宙斯-XT 240 白,799,,,https://2a.zol-img.com.cn/product/250_320x240/872/cesa7TwGgZLQ.jpg,"产品型号	宙斯-XT 240水冷散热器-白色
散热器类型	一体式水冷散热器
散热方式	水冷
产品重量	1kg
风扇尺寸	长120 宽120 高25mm
散热片尺寸	长277 宽120 高27mm"
ZEAGINAL（炽果）XT 240 Zeus宙斯-XT 240 黑,799,,,https://2b.zol-img.com.cn/product/250_320x240/891/ceK9vqEFASwM.jpg,"产品型号	宙斯-XT 240 水冷散热器-黑色
散热方式	水冷
风扇尺寸	长120 宽120 高25mm
散热片尺寸	长277 宽120 高27mm"
ZEAGINAL（炽果）XT 360 Zeus宙斯-XT 360 白,899,,,https://2f.zol-img.com.cn/product/250_320x240/877/ce9JYDMBU5tCs.jpg,"产品型号	宙斯XT 360水冷散热器-白色
散热方式	水冷
风扇尺寸	长120MM 宽120MM 高25MMmm
散热片尺寸	长395MM 宽120MM 高27MMmm"
ZEAGINAL（炽果）XT 360 Zeus宙斯-XT 360 黑,899,,,https://2d.zol-img.com.cn/product/250_320x240/887/cerzhzXjTzIY.jpg,"产品型号	亩斯-XT 360 水冷散热器-黑色
散热方式	水冷
风扇尺寸	长120 宽120 高25mm
散热片尺寸	长395 宽120 高27mm"
泉途士CF1692 黑色金典款,139,,,https://2d.zol-img.com.cn/product/250_320x240/31/celT6D0ZbzhE.jpg,"产品型号	CF-1692
散热器类型	风冷散热器
散热方式	风冷
产品重量	0.7kg"
泉途士sanreqi 标准,128,,,https://2f.zol-img.com.cn/product/250_320x240/153/ceoh8hw4TVEQE.jpg,"产品型号	sanreqi
散热器类型	风冷散热器
散热方式	风冷
产品重量	450g
风扇尺寸	78.8*66.6*37.8mm
最高转数	58RPM"
泉途士hghg 标准,15,,,https://2b.zol-img.com.cn/product/250_320x240/179/ceaFgO4codMVU.jpg,"产品型号	hghg
散热器类型	风冷散热器
散热方式	风冷
产品重量	150g
风扇尺寸	78*47*39;mm
最高转数	2100RPM
散热片尺寸	78*47*39;mm"
tianjifeng（天极风）S41 S41 4热管螺杆炫彩版,49,49.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10079634114285.html,https://2e.zol-img.com.cn/product/250_320x240/422/ceMFbmG9p78Y.jpg,"产品型号	S41
散热器类型	风冷散热器
散热方式	风冷
发光方式	RGB
主体材质	塑料
产品重量	250g
风扇尺寸	120*120*25mm
最高转数	1600RPM
端子接口	INTEL LGA1200，INTEL1151（八代），INTEL LGA1700
热管数量	4热管
散热片尺寸	120*75*153mm
其它参数	热管直触"
鑫谷飞逸12,29,17.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10062021136739.html,https://2f.zol-img.com.cn/product/205_320x240/135/cefLwU8Ugl8w2.jpg,"散热器类型	风扇
散热方式	风冷
产品尺寸	120×120×25mm
风扇数量	1个
轴承类型	静音液压轴承（Hydraulic Bearing）
最高转数	1200RPM
转数描述	1200（±10%）RPM
最大风量	49.44CFM
噪音	25.8dB
包装清单	风扇 x1"
鑫谷冷锋霜塔T5 冰山版,119,,,https://2b.zol-img.com.cn/product/205_320x240/279/ceKGd7pw2H2lA.jpg,"散热器类型	CPU散热器
散热方式	风冷
适用范围	Intel/AMD平台
产品尺寸	125×85×148mm
风扇数量	1个
风扇尺寸	120mm
轴承类型	静音液压轴承（Hydraulic Bearing）
最高转数	1500RPM
转数描述	800-1500（±10%）RPM
最大风量	52CFM
噪音	28.8dB
热管数量	5个
热管材质	铜
包装清单	风扇 x1"
coolserver AMD SP5 2US22 SP5-S22/2U6热管/380W,399,399.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10072514524933.html,https://2f.zol-img.com.cn/product/252_320x240/885/cecHq73r0VoXA.jpg,"产品型号	AMD SP5 2U-S22
散热器类型	AMD平台CPU散热器
散热方式	风冷
产品重量	2kg
风扇尺寸	6mm
最高转数	2600RPM
噪音	32dB
热管数量	6热管
散热片尺寸	118*92.4*66.3 mm"
coolserver AMD SP5 4US42 SP5-S42/4U6热管/400W,599,599.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10072514524932.html,https://2c.zol-img.com.cn/product/252_320x240/894/ce1fZDEHBOtGI.jpg,"产品型号	AMD SP5 4U-S42
散热器类型	AMD平台CPU散热器
散热方式	风冷
发光方式	无光
产品重量	2kg
风扇尺寸	9mm
最高转数	1900RPM
噪音	32dB
热管数量	6热管
散热片尺寸	118*92.4*125 mm"
coolserver AMD SP5M97 SP5-M97/5热管双风扇/400W,899,899.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10067224566394.html,https://2d.zol-img.com.cn/product/252_320x240/889/ceetN4Gxf6ds.jpg,"产品型号	AMD SP5-M97
散热器类型	AMD平台CPU散热器
散热方式	风冷
产品重量	2kg
风扇尺寸	9mm
最高转数	1000RPM
噪音	32dB
热管数量	5热管
散热片尺寸	125* 98 * 155 mm
其它参数	铜底焊接"
侧至柒V12 12V1A风扇适配电源,22,,,https://2e.zol-img.com.cn/product/252_320x240/968/ceBKtcIEaLW2.jpg,"产品型号	V12
散热方式	风冷"
侧至柒FYH1225D24MSMB FYH1225D24MS,17,,,https://2f.zol-img.com.cn/product/252_320x240/981/ceeirW89mlAI.jpg,"产品型号	FYH1225D24MSMB
散热器类型	一体式水冷散热器
散热方式	风冷
产品重量	10g"
侧至柒20060M24BPW 标准,281,,,https://2e.zol-img.com.cn/product/252_320x240/28/ceT6Rkj4HfmvA.jpg,"产品型号	20060M24B-PW
散热器类型	一体式水冷散热器
散热方式	风冷
产品重量	10g"
侧至柒PMD2412PMB1A 全新原装正品,53,,,https://2b.zol-img.com.cn/product/252_320x240/151/cegMAA3rgfHm.jpg,"产品型号	PMD2412PMB1-A
散热器类型	机箱风扇
散热方式	风冷
产品重量	10g"
hkxc AD0824UXA71GL 标准,32,,,https://2c.zol-img.com.cn/product/252_320x240/128/ceT1jK1sMho1c.jpg,"产品型号	AD0824UX-A71GL
散热器类型	机箱风扇
散热方式	风冷
产品重量	1kg"
barrow TTP5SDB 标准,698,,,https://2f.zol-img.com.cn/product/252_320x240/155/ceQj8Oii5Gn1I.jpg,"产品型号	TTP5-SDB
散热器类型	分体式水冷配件
散热方式	水冷
产品重量	1.5kg"
barrow Dabel20b 240MM,205,,,https://2c.zol-img.com.cn/product/252_320x240/182/ceufkMBE89s.jpg,"产品型号	Dabel-20b
散热方式	水冷
散热片尺寸	395*120*20mm"
barrow TWT90SV2,35,,,https://2e.zol-img.com.cn/product/252_320x240/226/ce4d9qZmIBHoY.jpg,"产品型号	TWT90S-V2
散热方式	水冷
风扇尺寸	120*120*25mm
最高转数	1000RPM
散热片尺寸	30mm"
alseye i12B i12B积木风扇 黑色 1个装,85,,,https://2d.zol-img.com.cn/product/252_320x240/297/cey4QDnKvrhW.jpg,"产品型号	i12-B
散热方式	风冷
风扇尺寸	120*120*25mm
最高转数	800RPM
噪音	20-36.2(A)± 10%dB
散热片尺寸	120*120*25mm"
alseye i12W i12W积木风扇 白色 1个装,88,,,https://2c.zol-img.com.cn/product/252_320x240/314/ceKGBnnStVdw.jpg,"产品型号	i12-W
散热方式	风冷
风扇尺寸	120*120*25mm
最高转数	800RPM
噪音	20-36.2(A)± 10%dB
散热片尺寸	120*120*25mm"
alseye i12BK3 i12B积木风扇 黑色 3个装,258,,,https://2e.zol-img.com.cn/product/252_320x240/304/ceimyF9Dwn8iM.jpg,"产品型号	i12B-K3
散热器类型	机箱风扇
散热方式	风冷
风扇尺寸	120*120*25mm
最高转数	800RPM
噪音	20-36.2(A)± 10%dB
散热片尺寸	120*120*25mm"
alseye i12WK3 i12W积木风扇 白色 3个装,268,,,https://2b.zol-img.com.cn/product/252_320x240/307/ceejMTZ8RvBH2.jpg,"产品型号	i12W-K3
散热器类型	机箱风扇
散热方式	风冷
发光方式	ARGB
产品重量	0.88kg
风扇尺寸	120*120*25mm
最高转数	800RPM
噪音	20-36.2(A)± 10%dB
散热片尺寸	120*120*25mm"
顾致nfcnj5i4jyP 小六针控制器+遥控器(支持主板5V同步),57,,,https://2b.zol-img.com.cn/product/252_320x240/343/ceqh7YuezIpfs.jpg,散热方式	风冷
品怡（Bejoy）ARGB RGB发光控制器,27,,,https://2c.zol-img.com.cn/product/252_320x240/368/cec3GYteseNS6.jpg,"产品型号	联镜ARGB款式
散热器类型	机箱风扇
散热方式	风冷"
品怡（Bejoy）T619G T619皓月银,115,,,https://2c.zol-img.com.cn/product/252_320x240/404/cegNZnYZTVSi.jpg,"产品型号	T619G
散热方式	风冷"
图为智盒Jetson Nano,39,39.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10083916674976.html,https://2c.zol-img.com.cn/product/252_320x240/476/ceL4aLsFBc.jpg,"产品型号	Jetson
散热器类型	风冷散热器
散热方式	风冷
产品重量	500g
风扇尺寸	4010mm
最高转数	1000RPM
散热片尺寸	59*39*17mm"
丛林豹T25 丛林豹星辰-T25白色,35,,,https://2d.zol-img.com.cn/product/252_320x240/489/ceq0dfCmFE1s.jpg,"产品型号	丛林豹T-25
散热器类型	机箱风扇
散热方式	风冷
产品重量	500g
风扇尺寸	120x120x25mm
最高转数	800RPM
散热片尺寸	120x120x25mm"
丛林豹MF1 丛林豹MF-1固态散热白,79,,,https://2a.zol-img.com.cn/product/252_320x240/504/ceaFSO7S3KRQ.jpg,"产品型号	MF-1固态散热
散热器类型	风冷散热器
散热方式	风冷
产品重量	300g
风扇尺寸	120x120x25mm
最高转数	1000RPM
散热片尺寸	120x120x25mm"
thermal grizzly（暴力熊） RYZEN7000 CPU 标准,699,,,https://2f.zol-img.com.cn/product/252_320x240/563/ceCQ4aKA6HSKo.jpg,"产品型号	RYZEN7000 CPU开盖器
散热器类型	导热硅脂
散热方式	空冷
产品重量	300g"
SOPLAY（赛普雷）SPS4 标准,69,,,https://2f.zol-img.com.cn/product/252_320x240/575/ce1W37n8Roonw.jpg,"产品型号	SP-S4
散热器类型	风冷散热器
散热方式	风冷
产品重量	1kg
风扇尺寸	92*92*15mm
最高转数	1200RPM
散热片尺寸	L103*2W92*38mm"
ANTEC（安钛克）Storm3 标准,199,,,https://2f.zol-img.com.cn/product/252_320x240/599/ceNBOeBqzJs4E.jpg,"产品型号	Storm风扇3把
散热器类型	机箱风扇
散热方式	风冷
产品重量	1kg
风扇尺寸	120*120*25mm
最高转数	600RPM
散热片尺寸	120*120*25mm"
泉途士A9 黑色普通版(无调速 带支架),49,,,https://2a.zol-img.com.cn/product/252_320x240/600/ce7WwzKen6qyc.jpg,"产品型号	A9
散热器类型	风冷散热器
散热方式	水冷
产品重量	1kg"
金钱豹aSbGZKAz 2011正方形,139,,,https://2e.zol-img.com.cn/product/252_320x240/622/ceBzKd9iTxEVo.jpg,"产品型号	aSbGZKAz
散热器类型	一体式水冷散热器
适用范围	宽度大于250mm
产品重量	1kg
端子接口	INTEL LGA2066"
泉途士X12 P2 手机散热均热板 (纳米黑胶+引磁环+高导硅脂,12,,,https://2d.zol-img.com.cn/product/252_320x240/639/ce0nL5UkEsJ96.jpg,"产品型号	X12
散热器类型	风冷散热器
散热方式	风冷
产品重量	200g"
finalcool（寒彻）M2 冰川M2-黑色,24,19.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10078430439343.html,https://2b.zol-img.com.cn/product/252_320x240/817/ceBzJobEgWbw.jpg,"产品型号	寒彻-冰川M2系列
散热器类型	导热硅脂
散热方式	空冷
主体材质	金属
产品重量	80g
散热片尺寸	74.3*23.6*10.2mm
其它参数	热管直触"
finalcool（寒彻）M2 冰川M2-红色,24,19.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10078430439344.html,https://2c.zol-img.com.cn/product/252_320x240/824/ceRdk1b4hN4Ng.jpg,"产品型号	寒彻-冰川M2系列
散热方式	空冷
散热片尺寸	74.3*23.6*10.2mm"
finalcool（寒彻）M2 冰川M2-银色,24,19.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10078430439345.html,https://2e.zol-img.com.cn/product/252_320x240/832/ceSGHHPvJ97Q.jpg,"产品型号	寒彻-冰川M2系列
散热方式	空冷
散热片尺寸	74.3*23.6*10.2mm"
finalcool（寒彻）M2Pro 冰川M2Pro-黑色,29,26.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10078430439346.html,https://2f.zol-img.com.cn/product/252_320x240/857/ceAeqgEgdSuw.jpg,"产品型号	寒彻-冰川M2Pro
散热方式	空冷
散热片尺寸	73*23.6*10mm"
finalcool（寒彻）M2Pro 冰川M2Pro-红色,29,26.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10078430439347.html,https://2d.zol-img.com.cn/product/252_320x240/849/cePiezpxaGfo.jpg,"产品型号	寒彻-冰川M2Pro
散热方式	空冷
散热片尺寸	73*23.6*10mm"
finalcool（寒彻）RGB 标准,39,34.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10051080753300.html,https://2e.zol-img.com.cn/product/252_320x240/898/ceg4Mh9L2WI.jpg,"产品型号	冰魂RGB
散热器类型	芯片、显卡散热器
散热方式	空冷
发光方式	ARGB
主体材质	金属
产品重量	150g
散热片尺寸	2280mm"
JPLAYER JPS104 【四彩晶钻】极速降温-大4pin,18,,,https://2a.zol-img.com.cn/product/252_320x240/122/ce0nPWLstvKg.jpg,"产品型号	JPS104
散热器类型	机箱风扇
散热方式	风冷
风扇尺寸	120*120*25mm
最高转数	1100RPM
噪音	25.7dB
散热片尺寸	120*120*25mm"
JPLAYER JPS103 【四彩流光】极速降温-大4pin,19,,,https://2e.zol-img.com.cn/product/252_320x240/126/ceRwklilliWaA.jpg,"产品型号	JPS103
散热器类型	机箱风扇
散热方式	风冷
适用范围	宽度大于210mm
产品重量	100g
风扇尺寸	120*120*25mm
最高转数	1100RPM
噪音	25.7dB
散热片尺寸	120*120*25mm"
JPLAYER JPS101 电脑机箱风扇散热器 101黑,13,,,https://2a.zol-img.com.cn/product/252_320x240/236/ce0LEafzYxCdw.jpg,"产品型号	JPS101
散热器类型	机箱风扇
散热方式	风冷
风扇尺寸	120*120*25mm
最高转数	1100RPM
散热片尺寸	120*120*25mm"
JPLAYER JPS104 电脑机箱风扇散热器 104彩,18,,,https://2d.zol-img.com.cn/product/252_320x240/215/ce73MjskvYIg.jpg,"产品型号	JPS104
散热器类型	机箱风扇
散热方式	风冷
产品重量	150g
风扇尺寸	120*120*25mm
最高转数	1100RPM
噪音	25.7dB
散热片尺寸	120*120*25mm"
JPLAYER JPS109 电脑机箱风扇散热器 109白色,19,,,https://2d.zol-img.com.cn/product/252_320x240/221/ce3cbib9p2oaw.jpg,"产品型号	JPS109
散热器类型	机箱风扇
散热方式	风冷
产品重量	160g
风扇尺寸	120*120*25mm
最高转数	1100RPM
散热片尺寸	120*120*25mm"
JPLAYER JPS103 电脑机箱风扇散热器 103彩,19,,,https://2f.zol-img.com.cn/product/252_320x240/223/ceGMe9Lzu7ZZY.jpg,"产品型号	JPS103
散热器类型	机箱风扇
散热方式	风冷
产品重量	100g
风扇尺寸	120*120*25mm
最高转数	1100RPM
散热片尺寸	120*120*25mm"
JPLAYER JPS110 电脑机箱风扇散热器 110黑,19,,,https://2e.zol-img.com.cn/product/252_320x240/312/ceoJMqu1VC3g.jpg,"产品型号	JPS110
散热方式	风冷
风扇尺寸	120*120*25mm
最高转数	1100RPM
噪音	27.96dB
散热片尺寸	120*120*25mm"
JPLAYER JPS102 电脑机箱风扇散热器 102黑,29,,,https://2d.zol-img.com.cn/product/252_320x240/287/ceFQjGvaApsI.jpg,"产品型号	JPS102
散热器类型	机箱风扇
散热方式	风冷
产品重量	150g
风扇尺寸	120*120*25mm
最高转数	800RPM
噪音	33.4dB
散热片尺寸	120*120*25mm"
JPLAYER JPS108 电脑机箱风扇散热器  108白,39,,,https://2b.zol-img.com.cn/product/252_320x240/231/ceGpsjUOuevhk.jpg,"产品型号	JPS108
散热器类型	机箱风扇
散热方式	风冷
产品重量	150g
风扇尺寸	120*120*25mm
最高转数	800RPM
散热片尺寸	120*120*25mm"
JPLAYER JPS105 电脑机箱风扇散热器 105黑,39,,,https://2e.zol-img.com.cn/product/252_320x240/234/ceE7awBQAAB2.jpg,"产品型号	JPS105
散热器类型	机箱风扇
散热方式	风冷
产品重量	195g
风扇尺寸	120*120*25mm
最高转数	800RPM
散热片尺寸	120*120*25mm"
JPLAYER JPS106 电脑机箱风扇散热器  106白,39,,,https://2d.zol-img.com.cn/product/252_320x240/233/ce9aHjyPRy6.jpg,"产品型号	JPS106
散热器类型	机箱风扇
散热方式	风冷
产品重量	200g
风扇尺寸	120*120*25mm
最高转数	800RPM
噪音	34.2dB
散热片尺寸	120*120*25mm"
JPLAYER JPS102 电脑机箱风扇散热器  107黑,39,,,https://2f.zol-img.com.cn/product/252_320x240/235/ceBaV9iNvxel.jpg,"产品型号	JPS102
散热器类型	机箱风扇
散热方式	风冷
产品重量	150g
风扇尺寸	120*120*25mm
最高转数	800RPM
散热片尺寸	120*120*25mm"
JPLAYER JPS102 【幻彩晶钻】ARGB+PWM温控黑,39,,,https://2f.zol-img.com.cn/product/252_320x240/379/cee7YwuKIMII.jpg,"产品型号	JPS102
散热器类型	机箱风扇
散热方式	风冷
风扇尺寸	120*120*25mm
最高转数	800RPM
噪音	34.2dB
散热片尺寸	120*120*25mm"
航嘉暴风雪V620 雷暴,179,139.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10110005913027.html,https://2a.zol-img.com.cn/product/269_320x240/362/ceQSuhXYQSZc.jpg,"产品型号	暴风雪V620雷暴
散热器类型	CPU散热器
散热方式	风冷，热管
适用范围	Intel/AMD全平台
发光方式	RGB炫彩
智能温控	支持智能温控
电源参数	12V DC
输入功率	220-230W
产品尺寸	产品尺寸：120×120×152mm
风扇数量	2个
风扇尺寸	120*120*25mm
扇叶数量	9叶
轴承类型	Hydro?Bearing
最高转数	1600RPM
转数描述	800-1600±10%RPM
噪音	34dB"
航嘉暴风雪X720 飓风,219,,,https://2f.zol-img.com.cn/product/269_320x240/463/ceFftGvMDUQ6I.jpg,"产品型号	暴风雪X720飓风
散热器类型	CPU散热器
散热方式	风冷，热管
适用范围	Intel/AMD全平台
发光方式	无光
智能温控	支持智能温控
电源参数	12V?DC
输入功率	230W
产品尺寸	产品尺寸：120×120×152mm
风扇数量	2个
风扇尺寸	120*120*25mm
扇叶数量	9叶
轴承类型	Hydro?Bearing
最高转数	2200RPM
转数描述	500-2200±10%RPM
噪音	33dB"
鑫谷光致12,59,,,https://2b.zol-img.com.cn/product/185_320x240/731/ceUJzxPPJ5ymM.jpg,"散热器类型	风扇
散热方式	风冷
电源参数	12V，0.27A
产品尺寸	122×120×25mm
其它特点	采用无覆盖式导光条设计，能以动态的方式，展现出幻彩RGB渐层流动的灯光效果
风扇尺寸	122×120×25mm
轴承类型	静音液压轴承（Hydraulic Bearing）
最高转数	1650RPM
转数描述	1500（±10%）RPM
最大风量	34.34CFM
风压	1.51mmaq
噪音	25dB
其它参数	大4pin 接口
包装清单	风扇 x1
质保时间	1年
质保备注	1年换新"
利民AK120 MINI WHITE,199,,,https://2a.zol-img.com.cn/product/263_320x240/654/ceNxejeNy2a8Q.jpg,"产品型号	AK120 MINI WHITE
散热器类型	CPU散热器
散热方式	风冷
适用范围	Intel:LGA115X/1200
产品尺寸	120*71*148mm
产品重量	640g
其它特点	鳍片穿FIN
风扇数量	1个
风扇尺寸	120*120*25mm
轴承类型	S-FDB轴承
最高转数	1550RPM
最大风量	66.17CFM
风压	1.53mmaq
噪音	25.6dB
端子接口	4pin
额定电压	12V DC"
利民SI-100,159,160.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10068367464218.html,https://2a.zol-img.com.cn/product/263_320x240/978/ceqA0m9viuy0M.jpg,"产品型号	SI-100
散热器类型	CPU散热器
散热方式	风冷
适用范围	Intel:115x/1200117001206612011
产品尺寸	120*108*74.8mm
风扇数量	1个
风扇尺寸	120*120*25mm
轴承类型	S-FDB V2轴承
最高转数	2000RPM
最大风量	72.37CFM
噪音	27.7dB
端子接口	4pin"
利民SI-100 ARGB,189,195.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10068367464219.html,https://2b.zol-img.com.cn/product/263_320x240/991/ce45TewhKg7Sg.jpg,"产品型号	SI-100 ARGB
散热器类型	CPU散热器
散热方式	风冷
适用范围	Intel:115x/1200117001206612011
发光方式	ARGB
产品尺寸	120*108*74.8mm
风扇数量	1个
风扇尺寸	120*120*25mm
轴承类型	S-FDB V2轴承
最高转数	2000RPM
最大风量	72.37CFM
噪音	27.7dB
端子接口	4pin"
先马光环5,23,,,https://2b.zol-img.com.cn/product/197_320x240/871/ceqJYyURAjcKI.jpg,"散热器类型	风扇
散热方式	风冷
发光方式	单色光
电源参数	12V
产品尺寸	120×120×25mm
风扇尺寸	120×120×25mm
扇叶数量	7
轴承类型	液压轴承（Hydraulic Bearing）
转数描述	1000RPM ±10%RPM
最大风量	31.2CFM
噪音	23.5dB
包装清单	散热器本机 x1
质保时间	3个月"
先马太阳风2,27,,,https://2a.zol-img.com.cn/product/197_320x240/32/ceu4sTfF8Ed.jpg,"散热器类型	风扇
散热方式	风冷
发光方式	单色光
电源参数	12V
产品尺寸	120×120×25mm
风扇尺寸	120×120×25mm
扇叶数量	9
轴承类型	液压轴承（Hydraulic Bearing）
转数描述	1000±10%RPM
最大风量	43.2CFM
噪音	19.8dB
包装清单	散热器本机 x1
质保时间	1年"
镰刀S950M,49,,,https://2e.zol-img.com.cn/product/197_320x240/392/cedD04SudrRLk.jpg,"散热器类型	CPU散热器
散热方式	风冷，热管
适用范围	Intel 1156/1155/1150/1151
主体材质	铝制+铜
电源参数	12V
输入功率	2.16W
产品尺寸	95x95x31mm
产品重量	200g
风扇尺寸	95×95×17mm
轴承类型	液压轴承（Hydraulic Bearing）
最高转数	2700RPM
转数描述	700-2700±10％RPM
最大风量	35CFM
噪音	12-25dB"
lenovo（联想）AMD100W 标准,99,99.0,https://union-click.jd.com/sem.php?unionId=281&siteid=20170818001&to=https://item.jd.com/10072327317742.html,https://2d.zol-img.com.cn/product/252_320x240/537/ceeJDQzM3B4VA.jpg,"产品型号	AMD100W大功率散热器
散热器类型	AMD平台CPU散热器
散热方式	风冷
适用范围	宽度大于180mm
发光方式	无光
产品重量	210g
风扇尺寸	8CMmm
最高转数	1500RPM
端子接口	AMD TR4，AMD AM4，AMD FM2＋，AMD AM5
